2019-03-17 11:57:27 [020] correct: 9, precision: 0.113924, recall: 0.024129, fscore: 0.039820
2019-03-17 12:06:22 [030] correct: 16, precision: 0.126984, recall: 0.042895, fscore: 0.064124
2019-03-17 12:15:17 [040] correct: 19, precision: 0.115152, recall: 0.050938, fscore: 0.070628
2019-03-17 12:24:08 [050] correct: 27, precision: 0.134328, recall: 0.072386, fscore: 0.094072
2019-03-17 12:32:58 [060] correct: 33, precision: 0.147982, recall: 0.088472, fscore: 0.110734
2019-03-17 12:41:47 [070] correct: 40, precision: 0.165289, recall: 0.107239, fscore: 0.130077
2019-03-17 12:50:37 [080] correct: 40, precision: 0.163265, recall: 0.107239, fscore: 0.129445
2019-03-17 12:59:25 [090] correct: 51, precision: 0.189591, recall: 0.136729, fscore: 0.158874
2019-03-17 13:08:16 [100] correct: 49, precision: 0.167808, recall: 0.131367, fscore: 0.147363
2019-03-17 13:17:04 [110] correct: 47, precision: 0.158249, recall: 0.126005, fscore: 0.140294
2019-03-17 13:25:51 [120] correct: 53, precision: 0.171521, recall: 0.142091, fscore: 0.155420
2019-03-17 13:34:39 [130] correct: 51, precision: 0.168317, recall: 0.136729, fscore: 0.150883
2019-03-17 13:43:28 [140] correct: 52, precision: 0.171053, recall: 0.139410, fscore: 0.153614
2019-03-17 13:52:17 [150] correct: 66, precision: 0.202454, recall: 0.176944, fscore: 0.188836
2019-03-17 14:01:07 [160] correct: 56, precision: 0.175549, recall: 0.150134, fscore: 0.161845
2019-03-17 14:10:00 [170] correct: 66, precision: 0.205607, recall: 0.176944, fscore: 0.190197
2019-03-17 14:18:50 [180] correct: 70, precision: 0.222222, recall: 0.187668, fscore: 0.203483
2019-03-17 14:27:45 [190] correct: 73, precision: 0.231013, recall: 0.195710, fscore: 0.211896
2019-03-17 14:36:35 [200] correct: 72, precision: 0.245734, recall: 0.193029, fscore: 0.216211
2019-03-17 14:45:25 [210] correct: 68, precision: 0.247273, recall: 0.182306, fscore: 0.209872
2019-03-17 14:54:16 [220] correct: 81, precision: 0.257143, recall: 0.217158, fscore: 0.235460
2019-03-17 15:03:00 [230] correct: 76, precision: 0.260274, recall: 0.203753, fscore: 0.228566
2019-03-17 15:11:52 [240] correct: 78, precision: 0.250000, recall: 0.209115, fscore: 0.227732
2019-03-17 15:20:43 [250] correct: 75, precision: 0.268817, recall: 0.201072, fscore: 0.230056
2019-03-17 15:29:31 [260] correct: 95, precision: 0.293210, recall: 0.254692, fscore: 0.272592
2019-03-17 15:38:23 [270] correct: 78, precision: 0.262626, recall: 0.209115, fscore: 0.232831
2019-03-17 15:47:11 [280] correct: 82, precision: 0.273333, recall: 0.219839, fscore: 0.243680
2019-03-17 15:56:03 [290] correct: 79, precision: 0.284173, recall: 0.211796, fscore: 0.242699
2019-03-17 16:04:53 [300] correct: 90, precision: 0.316901, recall: 0.241287, fscore: 0.273968
2019-03-17 16:13:45 [310] correct: 88, precision: 0.337165, recall: 0.235925, fscore: 0.277598
2019-03-17 16:22:33 [320] correct: 94, precision: 0.338129, recall: 0.252011, fscore: 0.288782
